,Price,Prediction,PredDelta,State,Shares,IncShares,StockValue,Cash,Folio,IncSum,Performance,NoLossMarketValue,NoLossMarketPerform,MarketOpt,MarketOptPerform,InactiveValue,InactivePerform
0,36.149083000000005,,0.0,Buy,27.0,27.0,976.02524100000016,23.974758999999835,1000.0,36.149083000000005,1.0,1000.0,1.0,1000.0,1.0,1000.0,1.0
1,36.010086000000001,36.192,0.178604,Hold,27.0,27.0,972.27232200000003,23.974758999999835,996.24708099999987,36.149083000000005,0.99624708099999981,1000.0,1.0,1000.0,1.0,996.24708099999987,0.99624708099999981
2,36.188796999999994,36.2217,0.0297661,Hold,27.0,27.0,977.09751899999981,23.974758999999835,1001.0722779999996,36.327793999999997,1.0010722779999996,1004.8251969999998,1.0048251969999997,1004.8251969999998,1.0048251969999997,1001.0722779999996,1.0010722779999996
3,36.218581,37.0461,0.824314,Hold,27.0,27.0,977.90168700000004,23.974758999999835,1001.8764459999999,36.357578000000004,1.0018764459999998,1005.6293649999999,1.0056293649999999,1005.6293649999999,1.0056293649999999,1001.8764459999999,1.0018764459999998
4,37.042634999999997,35.9439,-1.10213,Sell,0.0,27.0,0.0,1024.1259039999998,1024.1259039999998,37.181632000000008,1.0241259039999997,1027.878823,1.027878823,1027.878823,1.027878823,1024.1259039999998,1.0241259039999997
5,35.940587999999998,35.2797,-0.664188,Pass,0.0,27.0,0.0,1024.1259039999998,1024.1259039999998,37.181632000000008,1.0241259039999997,1027.878823,1.027878823,1027.878823,1.027878823,994.37063499999977,0.99437063499999978
6,35.275388,35.7456,0.465839,Buy,29.0,29.0,1022.986252,1.1396519999997281,1024.1259039999998,37.181632000000008,1.0241259039999997,1027.878823,1.027878823,1102.2420870000001,1.102242087,976.41023499999983,0.97641023499999979
7,35.742021000000001,35.3194,-0.426208,Sell,0.0,29.0,0.0,1037.6582609999996,1037.6582609999996,37.648265000000002,1.0376582609999996,1040.4779140000001,1.040477914,1115.7744439999997,1.1157744439999997,989.00932599999987,0.98900932599999991
8,35.315102000000003,34.5174,-0.801971,Pass,0.0,29.0,0.0,1037.6582609999996,1037.6582609999996,37.648265000000002,1.0376582609999996,1040.4779140000001,1.040477914,1115.7744439999997,1.1157744439999997,977.48251299999993,0.97748251299999989
9,34.510905000000001,34.7252,0.207809,Buy,30.0,30.0,1035.3271500000001,2.3311109999995097,1037.6582609999996,37.648265000000002,1.0376582609999996,1040.4779140000001,1.040477914,1153.4227089999999,1.153422709,955.76919399999986,0.95576919399999982
10,34.719403,35.0816,0.356422,Hold,30.0,30.0,1041.5820899999999,2.3311109999995097,1043.9132009999994,37.856763000000008,1.0439132009999994,1046.10736,1.0461073599999999,1159.6776490000002,1.1596776490000003,961.39863999999977,0.96139863999999975
11,35.076824000000002,35.0321,-0.0495148,Sell,0.0,30.0,0.0,1054.6358309999996,1054.6358309999996,38.214184000000017,1.0546358309999997,1055.7577270000002,1.0557577270000003,1170.4002790000004,1.1704002790000003,971.04900699999985,0.97104900699999985
12,35.027178999999997,35.7059,0.673805,Buy,30.0,30.0,1050.8153699999998,3.8204609999997956,1054.6358309999996,38.214184000000017,1.0546358309999997,1055.7577270000002,1.0557577270000003,1170.4002790000004,1.1704002790000003,969.70859199999973,0.9697085919999997
13,35.702306999999998,35.8051,0.0991592,Hold,30.0,30.0,1071.0692099999999,3.8204609999997956,1074.8896709999997,38.889312000000011,1.0748896709999998,1073.986183,1.0739861829999999,1190.6541190000003,1.1906541190000002,987.93704799999978,0.98793704799999982
14,35.801591999999999,35.3194,-0.48571,Sell,0.0,30.0,0.0,1077.8682209999997,1077.8682209999997,38.98859700000002,1.0778682209999997,1076.6668780000005,1.0766668780000004,1193.6326690000005,1.1936326690000005,990.61774299999979,0.99061774299999983
15,35.315102000000003,40.7052,5.38586,Buy,30.0,30.0,1059.4530600000001,18.415160999999671,1077.8682209999997,38.98859700000002,1.0778682209999997,1076.6668780000005,1.0766668780000004,1193.6326690000005,1.1936326690000005,977.48251299999993,0.97748251299999989
16,40.686333000000005,41.9167,1.21147,Hold,30.0,30.0,1220.5899900000002,18.415160999999671,1239.0051509999998,44.359828000000014,1.2390051509999997,1221.6901150000003,1.2216901150000004,1354.7695990000002,1.3547695990000002,1122.5057499999998,1.1225057499999997
17,41.887661000000001,42.0069,0.09021,Hold,30.0,30.0,1256.6298300000001,18.415160999999671,1275.0449909999998,45.561156000000011,1.2750449909999997,1254.1259709999999,1.2541259709999999,1390.8094390000001,1.3908094390000001,1154.9416059999999,1.154941606
18,41.977016999999996,43.0905,1.08355,Hold,30.0,30.0,1259.3105099999998,18.415160999999671,1277.7256709999995,45.650511999999999,1.2777256709999996,1256.538583,1.256538583,1393.4901189999996,1.3934901189999995,1157.3542179999999,1.157354218
19,43.049278999999999,43.2813,0.190826,Hold,30.0,30.0,1291.47837,18.415160999999671,1309.8935309999997,46.722774000000008,1.3098935309999997,1285.4896570000001,1.2854896570000001,1425.6579790000001,1.4256579790000001,1186.305292,1.1863052919999999
20,43.237915999999998,44.0653,0.784004,Hold,30.0,30.0,1297.1374799999999,18.415160999999671,1315.5526409999995,46.911411000000001,1.3155526409999996,1290.582856,1.2905828559999999,1431.3170889999997,1.4313170889999998,1191.3984909999999,1.1913984909999999
21,44.012328999999994,44.1357,0.0703964,Hold,30.0,30.0,1320.3698699999998,18.415160999999671,1338.7850309999994,47.685823999999997,1.3387850309999993,1311.4920069999998,1.3114920069999998,1454.5494789999998,1.4545494789999998,1212.3076419999998,1.2123076419999999
