,Price,Prediction,PredDelta,State,Shares,IncShares,StockValue,Cash,Folio,IncSum,Performance,NoLossMarketValue,NoLossMarketPerform,MarketOpt,MarketOptPerform,InactiveValue,InactivePerform
0,76.466148000000004,,0.0,Buy,13.0,13.0,994.05992400000002,5.9400759999999764,1000.0,76.466148000000004,1.0,1000.0,1.0,1000.0,1.0,1000.0,1.0
1,76.778188,76.9845,-1.66263,Sell,0.0,13.0,0.0,1004.05652,1004.05652,76.778188,1.00405652,1004.05652,1.00405652,1004.05652,1.00405652,1004.05652,1.00405652
2,75.133659999999992,75.16,-1.82458,Pass,0.0,13.0,0.0,1004.05652,1004.05652,76.778188,1.00405652,1004.05652,1.00405652,1004.05652,1.00405652,982.67765599999984,0.98267765599999979
3,73.328901000000002,75.2964,0.136414,Buy,13.0,13.0,953.275713,50.780806999999982,1004.05652,76.778188,1.00405652,1004.05652,1.00405652,1004.05652,1.00405652,959.21578899999997,0.95921578899999993
4,73.463839000000007,72.9604,-2.336,Sell,0.0,13.0,0.0,1005.8107140000001,1005.8107140000001,76.913126000000005,1.0058107140000001,1005.8107140000001,1.0058107140000001,1005.8107140000001,1.0058107140000001,960.96998300000007,0.96096998300000003
5,71.153074000000004,72.9859,0.0255661,Buy,14.0,14.0,996.14303600000005,9.6676780000000235,1005.8107140000001,76.913126000000005,1.0058107140000001,1005.8107140000001,1.0058107140000001,1082.7238400000001,1.0827238400000001,930.93003800000008,0.93093003800000007
6,71.178372999999993,73.5486,0.562675,Hold,14.0,14.0,996.49722199999997,9.6676780000000235,1006.1649,76.938424999999995,1.0061648999999999,1006.139601,1.0061396009999999,1083.0780259999997,1.0830780259999997,931.25892499999986,0.93125892499999985
7,71.734977999999998,69.7211,-3.82755,Sell,0.0,14.0,0.0,1013.95737,1013.95737,77.495030000000014,1.01395737,1013.3754660000002,1.0133754660000003,1090.870496,1.090870496,938.49478999999997,0.93849478999999991
8,67.948357999999999,72.6876,2.96649,Buy,14.0,14.0,951.27701200000001,62.680357999999956,1013.95737,77.495030000000014,1.01395737,1013.3754660000002,1.0133754660000003,1090.870496,1.090870496,889.26873000000001,0.88926872999999995
9,70.883204000000006,71.5793,-1.10822,Sell,0.0,14.0,0.0,1055.0452140000002,1055.0452140000002,80.429876000000021,1.0550452140000002,1051.5284640000004,1.0515284640000004,1131.9583400000001,1.1319583400000002,927.42172800000003,0.927421728
10,69.786851999999996,71.8862,0.306877,Buy,15.0,15.0,1046.80278,8.2424340000002303,1055.0452140000002,80.429876000000021,1.0550452140000002,1051.5284640000004,1.0515284640000004,1212.3882160000003,1.2123882160000004,913.16915199999994,0.91316915199999993
11,70.090457000000001,72.3721,0.485924,Hold,15.0,15.0,1051.356855,8.2424340000002303,1059.5992890000002,80.733481000000026,1.0595992890000003,1055.4753290000003,1.0554753290000003,1216.9422910000003,1.2169422910000003,917.11601699999994,0.91711601699999989
12,70.571163999999996,73.0968,0.724625,Hold,15.0,15.0,1058.56746,8.2424340000002303,1066.8098940000002,81.214188000000021,1.0668098940000001,1061.7245200000002,1.0617245200000003,1224.1528960000005,1.2241528960000005,923.36520799999994,0.92336520799999999
13,71.28800600000001,75.5351,2.43832,Hold,15.0,15.0,1069.3200900000002,8.2424340000002303,1077.5625240000004,81.931030000000035,1.0775625240000004,1071.0434660000005,1.0710434660000006,1234.9055260000005,1.2349055260000004,932.68415400000015,0.93268415400000015
14,73.699974999999995,73.1138,-2.42126,Sell,0.0,15.0,0.0,1113.7420590000002,1113.7420590000002,84.342999000000006,1.1137420590000002,1102.3990629999998,1.1023990629999998,1271.0850610000002,1.2710850610000002,964.03975099999991,0.96403975099999994
15,71.304877000000005,71.6475,-1.46629,Pass,0.0,15.0,0.0,1113.7420590000002,1113.7420590000002,84.342999000000006,1.1137420590000002,1102.3990629999998,1.1023990629999998,1271.0850610000002,1.2710850610000002,932.90347700000007,0.93290347700000009
16,69.854320999999999,71.4344,-0.21312,Pass,0.0,15.0,0.0,1113.7420590000002,1113.7420590000002,84.342999000000006,1.1137420590000002,1102.3990629999998,1.1023990629999998,1271.0850610000002,1.2710850610000002,914.04624899999999,0.91404624899999998
17,69.643484999999998,72.4233,0.988876,Buy,15.0,15.0,1044.6522749999999,69.089784000000236,1113.7420590000002,84.342999000000006,1.1137420590000002,1102.3990629999998,1.1023990629999998,1271.0850610000002,1.2710850610000002,911.30538100000001,0.91130538100000003
18,70.621762000000004,72.0738,-0.349518,Sell,0.0,15.0,0.0,1128.4162140000003,1128.4162140000003,85.321276000000012,1.1284162140000003,1115.1166640000001,1.1151166640000001,1285.7592159999999,1.285759216,924.02298200000007,0.9240229820000001
19,70.275993999999997,73.1309,1.0571,Buy,16.0,16.0,1124.415904,4.0003100000003542,1128.4162140000003,85.321276000000012,1.1284162140000003,1115.1166640000001,1.1151166640000001,1371.080492,1.3710804920000002,919.52799799999991,0.91952799799999996
20,71.321741000000003,75.1855,2.05467,Hold,16.0,16.0,1141.147856,4.0003100000003542,1145.1481660000004,86.367023000000017,1.1451481660000005,1128.7113750000003,1.1287113750000004,1387.8124440000001,1.3878124440000001,933.12270899999999,0.93312270899999994
21,73.354206999999988,75.2879,0.10231,Hold,16.0,16.0,1173.6673119999998,4.0003100000003542,1177.6676220000002,88.399488999999988,1.1776676220000002,1155.133433,1.155133433,1420.3318999999997,1.4203318999999996,959.54476699999987,0.95954476699999991
